song id,genre id,song title,song artist,uri
365,4,Don't Stop Me Now - Remastered 2011,Queen,https://p.scdn.co/mp3-preview/5fda76b980c7de5df1e7e9b2d54464665b6029ce?cid=9950ac751e34487dbbe027c4fd7f8e99
366,4,I Will Survive - Rerecorded,Gloria Gaynor,https://p.scdn.co/mp3-preview/0f5744013a9c7464474a7c634a7880306ad1297d?cid=9950ac751e34487dbbe027c4fd7f8e99
367,4,I Don't Feel Like Dancin' - Radio Edit,Scissor Sisters,https://p.scdn.co/mp3-preview/44a27901738bffdd04a37adb0345f8ea24f2a741?cid=9950ac751e34487dbbe027c4fd7f8e99
368,4,How Am I Supposed to Live Without You,Michael Bolton,https://p.scdn.co/mp3-preview/319693ede6c82e0530dae71777a595bdcaa9a9a8?cid=9950ac751e34487dbbe027c4fd7f8e99
369,4,All Night Long (All Night) - Single Version,Lionel Richie,https://p.scdn.co/mp3-preview/aa34cbaad8f9af42601e2e96bf5e1d5bd3256afb?cid=9950ac751e34487dbbe027c4fd7f8e99
370,4,I Believe in a Thing Called Love,The Darkness,https://p.scdn.co/mp3-preview/b98e998e3ba85b486abd53fe2a12b3138db5ab2a?cid=9950ac751e34487dbbe027c4fd7f8e99
371,4,Stay With Me,Sam Smith,
372,4,Rock DJ,Robbie Williams,https://p.scdn.co/mp3-preview/1e27b8c532ca66d7484fc092f195a6ac2d635a18?cid=9950ac751e34487dbbe027c4fd7f8e99
373,4,Black Magic,Little Mix,
374,4,Bills,LunchMoney Lewis,https://p.scdn.co/mp3-preview/c2dbd32fe89df54b8adc28773ae4df7363be786d?cid=9950ac751e34487dbbe027c4fd7f8e99
375,4,Hold My Hand,Jess Glynne,https://p.scdn.co/mp3-preview/94bf21a26658ea01994b3b6aef3dc94090fd4fc2?cid=9950ac751e34487dbbe027c4fd7f8e99
376,4,Push The Button,Sugababes,https://p.scdn.co/mp3-preview/a6ff5883778508ba12c7c456fb18294e14211db4?cid=9950ac751e34487dbbe027c4fd7f8e99
377,4,Forget You,CeeLo Green,https://p.scdn.co/mp3-preview/ad508080cdbde0340b316ec210c8593c3e4aef94?cid=9950ac751e34487dbbe027c4fd7f8e99
378,4,Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",https://p.scdn.co/mp3-preview/ce8ace0ec425840416be78db07cf50dd331eed4f?cid=9950ac751e34487dbbe027c4fd7f8e99
379,4,Teenage Dirtbag,Wheatus,https://p.scdn.co/mp3-preview/7e909315e9cc08a71ed050493796e88a93b56984?cid=9950ac751e34487dbbe027c4fd7f8e99
380,4,Best Day Of My Life,American Authors,
381,4,King,Years & Years,
382,4,Murder On The Dancefloor,Sophie Ellis-Bextor,https://p.scdn.co/mp3-preview/d7cefcc830aee25a696765e9049a16cacae64681?cid=9950ac751e34487dbbe027c4fd7f8e99
383,4,Sorry,Justin Bieber,
384,4,It Wasn't Me,"Shaggy, Rik Rok",https://p.scdn.co/mp3-preview/e4c875d27f3f99dab7565b656a1c434a84b06fab?cid=9950ac751e34487dbbe027c4fd7f8e99
385,4,Get Up Offa That Thing,James Brown,
386,4,California Gurls,"Katy Perry, Snoop Dogg",https://p.scdn.co/mp3-preview/6d6284e8708cd21d7ff8442eba1dcdfb2181c468?cid=9950ac751e34487dbbe027c4fd7f8e99
387,4,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",https://p.scdn.co/mp3-preview/e72cf184c49dd1bccc2b813fae4ef518489bbd09?cid=9950ac751e34487dbbe027c4fd7f8e99
388,4,Dance Wiv Me,"Dizzee Rascal, Calvin Harris, Chrome",
389,4,Rehab,Amy Winehouse,
390,4,A Little Less Conversation - JXL Radio Edit Remix,"Elvis Presley, JXL",
391,4,Steal My Sunshine,LEN,https://p.scdn.co/mp3-preview/079e75e7b51ce47ea39b66a65ad700e74e5582b5?cid=9950ac751e34487dbbe027c4fd7f8e99
392,4,A Sky Full of Stars,Coldplay,https://p.scdn.co/mp3-preview/c078ecffbf466b8521e135766dd4f36699846feb?cid=9950ac751e34487dbbe027c4fd7f8e99
393,4,Good Feeling,Flo Rida,https://p.scdn.co/mp3-preview/9b7c873ffd4d9893608532492679e0dfca0229f9?cid=9950ac751e34487dbbe027c4fd7f8e99
394,4,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",
395,4,Cake By The Ocean,DNCE,
396,4,Beautiful Girls,Sean Kingston,https://p.scdn.co/mp3-preview/149a2a28b7acbe31096d9f3cb4618ef08926c8b2?cid=9950ac751e34487dbbe027c4fd7f8e99
397,4,Praise You - Radio Edit,Fatboy Slim,
398,4,Toxic,Britney Spears,https://p.scdn.co/mp3-preview/8465386fd6ce10f7ae3bd9c907825d7cb955ade0?cid=9950ac751e34487dbbe027c4fd7f8e99
399,4,Intoxicated - Radio Edit,"Martin Solveig, Good Times Ahead",
400,4,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://p.scdn.co/mp3-preview/825f89351091d839b4a9c0eff0f878cdf28c97cb?cid=9950ac751e34487dbbe027c4fd7f8e99
401,4,September,"Earth\, Wind & Fire",
402,4,American Boy (feat. Kanye West),"Estelle, Kanye West",
403,4,Cheerleader - Felix Jaehn Remix Radio Edit,"OMI, Felix Jaehn",https://p.scdn.co/mp3-preview/df00fe4f86cef1dbc93ffcbc83de7aea46cb9c38?cid=9950ac751e34487dbbe027c4fd7f8e99
404,4,Everywhere,Fleetwood Mac,
405,4,Sugar,Maroon 5,https://p.scdn.co/mp3-preview/c2703c6af5ded97cde4c9e8c306dc01a69209d0f?cid=9950ac751e34487dbbe027c4fd7f8e99
406,4,Lush Life,Zara Larsson,
407,4,You Can't Hurry Love,The Supremes,
408,5,It's Time,Imagine Dragons,https://p.scdn.co/mp3-preview/fab9f86f7f869304f8d80fa925b5aae1006225b7?cid=9950ac751e34487dbbe027c4fd7f8e99
409,5,Graduation (Friends Forever),Vitamin C,https://p.scdn.co/mp3-preview/229009d6d933b3b37c470b4abb617e95ff859cfb?cid=9950ac751e34487dbbe027c4fd7f8e99
410,5,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",https://p.scdn.co/mp3-preview/af96d9b11588ea7d7754ccf2a8cefa7ead23a7d6?cid=9950ac751e34487dbbe027c4fd7f8e99
411,5,Doses & Mimosas,Cherub,https://p.scdn.co/mp3-preview/ccaa9c6c3ef034b084ab918d484a2a6a1e8cc8e2?cid=9950ac751e34487dbbe027c4fd7f8e99
412,5,Congratulations,"Post Malone, Quavo",https://p.scdn.co/mp3-preview/13c95e26a859e2cc2fae8e1b947b48869230d2c1?cid=9950ac751e34487dbbe027c4fd7f8e99
413,5,Good Riddance (Time of Your Life),Green Day,https://p.scdn.co/mp3-preview/e12bf548d4633c9877b3772493bf9a980511b926?cid=9950ac751e34487dbbe027c4fd7f8e99
414,5,Cheers (Drink To That),Rihanna,https://p.scdn.co/mp3-preview/4e910e1af0f6bfc90e054d0b9f6bc5d47e246041?cid=9950ac751e34487dbbe027c4fd7f8e99
415,5,Memories,Maroon 5,https://p.scdn.co/mp3-preview/d7527c763d2a23c25299a886ad161ffaad6294e3?cid=9950ac751e34487dbbe027c4fd7f8e99
416,5,Walking On A Dream,Empire of the Sun,https://p.scdn.co/mp3-preview/8701b4cfc0ff5013dc7ed3f7701d9d6399f26a99?cid=9950ac751e34487dbbe027c4fd7f8e99
417,5,I Know There's Gonna Be (Good Times),"Jamie xx, Young Thug, Popcaan",
418,5,when the party's over,Billie Eilish,https://p.scdn.co/mp3-preview/3ecac85b0a9e25bfb3ff85ab96c9d09ab164cb7b?cid=9950ac751e34487dbbe027c4fd7f8e99
419,5,Young Forever,"JAY-Z, Mr Hudson",https://p.scdn.co/mp3-preview/1fc27e490b60bfcae02910871c87f5a1a05d0614?cid=9950ac751e34487dbbe027c4fd7f8e99
420,5,Good Life,"Kanye West, T-Pain",
421,5,waves - Tame Impala Remix,"Miguel, Tame Impala",https://p.scdn.co/mp3-preview/ae9a6446d61c4bd30a7993a8c0e9836c9f3a4aa3?cid=9950ac751e34487dbbe027c4fd7f8e99
422,5,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",https://p.scdn.co/mp3-preview/590bd9bcd6271980f996a447d6e7b0b651cc3dc5?cid=9950ac751e34487dbbe027c4fd7f8e99
423,5,8TEEN,Khalid,https://p.scdn.co/mp3-preview/4ba90cbcb77464e44f38abbc940be01ab440cbed?cid=9950ac751e34487dbbe027c4fd7f8e99
424,5,Wouldn't It Be Nice,The Beach Boys,https://p.scdn.co/mp3-preview/d883feb5856f83e9c4f676f6aedc635a107fd2f2?cid=9950ac751e34487dbbe027c4fd7f8e99
425,5,Wild World,Yusuf / Cat Stevens,
426,5,Lovely Day,Bill Withers,https://p.scdn.co/mp3-preview/feaec74dcf7c26e0d9e53d78d0c4dac3e672ae42?cid=9950ac751e34487dbbe027c4fd7f8e99
427,5,Good as Hell,Lizzo,https://p.scdn.co/mp3-preview/26fb41451edf62e4dac1049d1e0092e266a7b13f?cid=9950ac751e34487dbbe027c4fd7f8e99
428,5,"thank u, next",Ariana Grande,https://p.scdn.co/mp3-preview/7486ad655cea42de4b83edbef4e4e0a29cc26bd0?cid=9950ac751e34487dbbe027c4fd7f8e99
429,5,The World Is Yours,Nas,https://p.scdn.co/mp3-preview/012abbf7996276d2f38b3c5102aa57bf4fe100eb?cid=9950ac751e34487dbbe027c4fd7f8e99
430,5,The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert, Oh Wonder",https://p.scdn.co/mp3-preview/4d282cabd448444f2618fdb05302bc1cd8ecc64e?cid=9950ac751e34487dbbe027c4fd7f8e99
431,5,Sunday Best,Surfaces,https://p.scdn.co/mp3-preview/b799da8db35af75f4e45a356b9103aee08c8ee2e?cid=9950ac751e34487dbbe027c4fd7f8e99
432,5,Over the Rainbow,Israel Kamakawiwo'ole,https://p.scdn.co/mp3-preview/efa050a71295c8fb7e7809f48e67a171aef5704e?cid=9950ac751e34487dbbe027c4fd7f8e99
433,5,All Star,Smash Mouth,https://p.scdn.co/mp3-preview/24a26524cd1e364126bb9680ae4b2d3792946cd6?cid=9950ac751e34487dbbe027c4fd7f8e99
434,5,"Hey Look Ma, I Made It",Panic! At The Disco,https://p.scdn.co/mp3-preview/724c46d8f0fb7ad7277eb244f1f865d33cd1f246?cid=9950ac751e34487dbbe027c4fd7f8e99
435,5,Feel It Still,Portugal. The Man,https://p.scdn.co/mp3-preview/c32d9479367a99fcf5f881e23e1381e6f87214e9?cid=9950ac751e34487dbbe027c4fd7f8e99
436,5,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",https://p.scdn.co/mp3-preview/0c58b32cdd0231ce4dc3cc2fe63a71046fd9f586?cid=9950ac751e34487dbbe027c4fd7f8e99
437,5,God's Plan,Drake,
438,5,Goodbyes (Feat. Young Thug),"Post Malone, Young Thug",
439,5,When We Were Young,Adele,
440,5,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",https://p.scdn.co/mp3-preview/a43d382e5452573fea5dbc49e4ee57e19110dd66?cid=9950ac751e34487dbbe027c4fd7f8e99
441,5,All The Stars (with SZA),"Kendrick Lamar, SZA",https://p.scdn.co/mp3-preview/15919417bed73f7a0561aa4ac76641109bb0cbd4?cid=9950ac751e34487dbbe027c4fd7f8e99
442,5,Once in a Lifetime - 2005 Remaster,Talking Heads,https://p.scdn.co/mp3-preview/892275affb593ba3641ead6a4e87df2473c8e833?cid=9950ac751e34487dbbe027c4fd7f8e99
443,5,Don't Leave,"Snakehips, MØ",https://p.scdn.co/mp3-preview/455b08f505b5efe28960ef506ad28a3235e450af?cid=9950ac751e34487dbbe027c4fd7f8e99
444,5,4EVER,Clairo,https://p.scdn.co/mp3-preview/4a8556d3a4f9d1d6dfc44ef31f87900b63c781c5?cid=9950ac751e34487dbbe027c4fd7f8e99
445,5,Generation Why,Conan Gray,https://p.scdn.co/mp3-preview/d5cad8cb70a28963b8489a022de0456b74c73867?cid=9950ac751e34487dbbe027c4fd7f8e99
446,5,Friends (with BloodPop®),"Justin Bieber, BloodPop®",https://p.scdn.co/mp3-preview/1946cbe736d707a19c7358404954946241fb2a29?cid=9950ac751e34487dbbe027c4fd7f8e99
447,5,Let's Fall in Love for the Night,FINNEAS,https://p.scdn.co/mp3-preview/6c4c568b6c1e8c86ea51333fcf8a1b30d02b4810?cid=9950ac751e34487dbbe027c4fd7f8e99
448,5,GLOWED UP,"KAYTRANADA, Anderson .Paak",
449,5,DNA.,Kendrick Lamar,https://p.scdn.co/mp3-preview/aec48a4071604915de3bf1556393279ef3435b52?cid=9950ac751e34487dbbe027c4fd7f8e99
450,5,Thinkin Bout You,Frank Ocean,https://p.scdn.co/mp3-preview/d53e123f5b4ff100b16fa8ebf3e92f1b8c196ab5?cid=9950ac751e34487dbbe027c4fd7f8e99
451,5,Time of Our Lives,"Pitbull, Ne-Yo",https://p.scdn.co/mp3-preview/c7ee72511ef4733508b42f92de3e62ed4753e223?cid=9950ac751e34487dbbe027c4fd7f8e99
452,5,Missing U,Robyn,https://p.scdn.co/mp3-preview/3a5895dc6f978e8295fe8b68486a93ec5d4d336f?cid=9950ac751e34487dbbe027c4fd7f8e99
453,5,SLOW DANCING IN THE DARK,Joji,
454,5,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",https://p.scdn.co/mp3-preview/c78e0a33c394091314b35a2fd42b0102cc8fb1cd?cid=9950ac751e34487dbbe027c4fd7f8e99
455,5,Teenage Dream,Katy Perry,https://p.scdn.co/mp3-preview/089cc221211dba75751e752b6e7f7f5a873cc514?cid=9950ac751e34487dbbe027c4fd7f8e99
456,5,Someone That Loves You,"HONNE, Izzy Bizu",https://p.scdn.co/mp3-preview/97d2c004bb3fdfac9818bf6c3c4c20db51e7f3a1?cid=9950ac751e34487dbbe027c4fd7f8e99
457,5,Don't Stop Me Now - Remastered 2011,Queen,https://p.scdn.co/mp3-preview/5fda76b980c7de5df1e7e9b2d54464665b6029ce?cid=9950ac751e34487dbbe027c4fd7f8e99
458,5,Good Day,Surfaces,https://p.scdn.co/mp3-preview/d5735308be1a17741189db5aa862a7608e636b89?cid=9950ac751e34487dbbe027c4fd7f8e99
459,5,Patience,Tame Impala,https://p.scdn.co/mp3-preview/fa48c8180a0d25a5ba970726933732948faa0602?cid=9950ac751e34487dbbe027c4fd7f8e99
460,5,YOUTH,Troye Sivan,https://p.scdn.co/mp3-preview/7d69330a95eeb2fa05e1279ddbbb5399305c2356?cid=9950ac751e34487dbbe027c4fd7f8e99
461,5,Dog Days Are Over,Florence + The Machine,https://p.scdn.co/mp3-preview/6b543fe1ede50100122ede01bcf838bd65d4ee5f?cid=9950ac751e34487dbbe027c4fd7f8e99
462,5,It Gets Better,Rex Orange County,https://p.scdn.co/mp3-preview/f423a04965c85241c1899c3d61a69d46db2c7397?cid=9950ac751e34487dbbe027c4fd7f8e99
463,5,Dreams - 2004 Remaster,Fleetwood Mac,https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=9950ac751e34487dbbe027c4fd7f8e99
464,5,Lean on Me,Bill Withers,https://p.scdn.co/mp3-preview/0c4ddf60c664b3b9bcf0e04163ebbb93f73f6ddc?cid=9950ac751e34487dbbe027c4fd7f8e99
465,5,Wake Me Up,Avicii,
466,5,Graduation (with Juice WRLD),"benny blanco, Juice WRLD",https://p.scdn.co/mp3-preview/c0b7f99335f7bb669300b58496611b7bb087eabc?cid=9950ac751e34487dbbe027c4fd7f8e99
467,5,Mi Gente,"J Balvin, Willy William",https://p.scdn.co/mp3-preview/f649264b8f5543f266ffefad01a4b17d24c93825?cid=9950ac751e34487dbbe027c4fd7f8e99
468,5,Prom Queen,Beach Bunny,https://p.scdn.co/mp3-preview/772d240efb0d28aaa581a646d2f62d9822c7fbf7?cid=9950ac751e34487dbbe027c4fd7f8e99
469,5,Hey Ya!,Outkast,https://p.scdn.co/mp3-preview/36edaaf99f026324cf2e3a6118ba3f02ea80fc31?cid=9950ac751e34487dbbe027c4fd7f8e99
470,5,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental, Jess Glynne, Macklemore, Dan Caplen",https://p.scdn.co/mp3-preview/57f9b45cd318070b04945fc6c8a7e50eaa7f8971?cid=9950ac751e34487dbbe027c4fd7f8e99
471,5,This Is America,Childish Gambino,https://p.scdn.co/mp3-preview/01afc9c7c44d7b4b01d2340a00e586031827b243?cid=9950ac751e34487dbbe027c4fd7f8e99
472,5,Prom,SZA,https://p.scdn.co/mp3-preview/f7103723fca6116f598aeaac4a5e885ad7781eea?cid=9950ac751e34487dbbe027c4fd7f8e99
473,5,Celebrate,Anderson .Paak,https://p.scdn.co/mp3-preview/8e7137ab55cf8cf6f4232ca7f988db8eb9fd8888?cid=9950ac751e34487dbbe027c4fd7f8e99
474,5,Closer,"The Chainsmokers, Halsey",https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=9950ac751e34487dbbe027c4fd7f8e99
475,5,The Climb,Miley Cyrus,https://p.scdn.co/mp3-preview/ee8211ec905e77b530a5851108ce1d673baee677?cid=9950ac751e34487dbbe027c4fd7f8e99
476,5,High School,UMI,https://p.scdn.co/mp3-preview/6cbc389f43d10b4fa6b79856fff8980a705d3e52?cid=9950ac751e34487dbbe027c4fd7f8e99
477,5,Virile,The Blaze,
478,5,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",
479,5,Firework,Katy Perry,https://p.scdn.co/mp3-preview/df412d6c055ea3746481e045eedcfc758d88b921?cid=9950ac751e34487dbbe027c4fd7f8e99
480,5,The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",https://p.scdn.co/mp3-preview/215471369e674156c24562a8a49b745fe77b472d?cid=9950ac751e34487dbbe027c4fd7f8e99
481,5,prom dress,mxmtoon,https://p.scdn.co/mp3-preview/6929ccac95298f162b93a9b475afc251682c48aa?cid=9950ac751e34487dbbe027c4fd7f8e99
482,5,Build Me Up Buttercup - Mono,The Foundations,https://p.scdn.co/mp3-preview/a1286ea4146157ad1559eaefe6e8a0869e3963b8?cid=9950ac751e34487dbbe027c4fd7f8e99
483,5,Good Times,CHIC,https://p.scdn.co/mp3-preview/6e13f6305e059e7cd762d5cfa8b83787a059d813?cid=9950ac751e34487dbbe027c4fd7f8e99
484,5,Younger - Kygo Remix,"Seinabo Sey, Kygo",https://p.scdn.co/mp3-preview/02666cc97989767e9345774afef597baba742fc6?cid=9950ac751e34487dbbe027c4fd7f8e99
485,5,Shooting Stars,Bag Raiders,https://p.scdn.co/mp3-preview/85a4fb4d2003c18c71568a4ec38a33e619184a4e?cid=9950ac751e34487dbbe027c4fd7f8e99
486,5,Let's Get Loud,Jennifer Lopez,https://p.scdn.co/mp3-preview/e58e65cceabaf25f29661628c146905d784dc30b?cid=9950ac751e34487dbbe027c4fd7f8e99
487,5,Youngblood,5 Seconds of Summer,https://p.scdn.co/mp3-preview/aa8cf1c01ebd584c577076e4c369640d13bf0cca?cid=9950ac751e34487dbbe027c4fd7f8e99
488,5,Ain't No Stoppin' Us Now,McFadden & Whitehead,https://p.scdn.co/mp3-preview/b84b2ea0aa4f3f645c38f73f7239a02c4fb7c629?cid=9950ac751e34487dbbe027c4fd7f8e99
489,5,Dirt Off Your Shoulder,JAY-Z,https://p.scdn.co/mp3-preview/192ef5a5a99475299d91ca3cb91eefdad09a0f4f?cid=9950ac751e34487dbbe027c4fd7f8e99
490,5,Home,Edward Sharpe & The Magnetic Zeros,https://p.scdn.co/mp3-preview/8e1ff07117c78984d221597a80148e80eae6e146?cid=9950ac751e34487dbbe027c4fd7f8e99
491,5,Doo Wop (That Thing),Ms. Lauryn Hill,https://p.scdn.co/mp3-preview/e2d527c9652362bed26e25392e9456966f5eb620?cid=9950ac751e34487dbbe027c4fd7f8e99
492,5,My Girl,The Temptations,https://p.scdn.co/mp3-preview/64ab75f44019e0f4a8ef7a725d264fca03dc3478?cid=9950ac751e34487dbbe027c4fd7f8e99
